device_id,recorded_at,pressure_pa,battery_v,lat,lon,hdop,sat_count,fix_type,speed_mps,msg_type,event_type,pressure_prev,time_prev,delta_t_hours,pressure_delta,dispense_rate_pa_per_hr,dispense_rate_lph,valid_gps,delta_volume_l,dispensed_l,date,location_id,in_community
can_012,2026-01-23 12:47:34+00:00,111993,4.02,14.634063775656767,33.19406710385887,1,12,3D,0.64,EVENT,REFILL,101325,2026-01-23 12:45:36+00:00,0.0327777777777777,10668,,,True,43.49847094801223,0,2026-01-23,loc_007,False
can_003,2026-01-25 07:33:29+00:00,111992,3.59,12.921954746906621,34.06467187851518,1.4,12,3D,1.36,EVENT,REFILL,101325,2026-01-25 07:30:08+00:00,0.0558333333333333,10667,,,True,43.494393476044856,0,2026-01-25,loc_015,False
can_017,2026-01-21 07:18:53+00:00,111999,3.8,13.313698236547733,30.74303311933939,1.3,13,3D,0.31,EVENT,REFILL,101325,2026-01-21 07:12:50+00:00,0.1008333333333333,10674,,,True,43.522935779816514,0,2026-01-21,loc_016,True
can_017,2026-01-22 22:01:51+00:00,111946,3.66,13.900466756756778,35.505512072072065,1,11,3D,1.44,EVENT,REFILL,101325,2026-01-22 21:51:52+00:00,0.1663888888888889,10621,,,True,43.306829765545366,0,2026-01-22,loc_012,True
can_007,2026-01-24 02:17:00+00:00,111913,3.67,15.800026666666662,33.19977887533874,1.3,11,3D,0.3,EVENT,REFILL,101325,2026-01-24 02:11:03+00:00,0.0991666666666666,10588,,,True,43.17227319062182,0,2026-01-24,loc_010,True
can_002,2026-01-22 02:25:25+00:00,109964,3.76,13.759535294117645,33.145224705882356,1.2,14,3D,0.58,EVENT,REFILL,101325,2026-01-22 02:24:19+00:00,0.0183333333333333,8639,,,True,35.22528032619776,0,2026-01-22,loc_003,False
can_020,2026-01-22 09:25:49+00:00,111413,3.75,13.618976521739128,31.528910434782613,0.8,14,3D,0.87,EVENT,REFILL,101325,2026-01-22 09:24:30+00:00,0.0219444444444444,10088,,,True,41.133537206931706,0,2026-01-22,loc_016,False
can_011,2026-01-20 07:25:19+00:00,111636,3.69,15.520183999999999,35.41463033333333,1,9,3D,1.49,EVENT,REFILL,101325,2026-01-20 07:25:14+00:00,0.0013888888888888,10311,,,True,42.042813455657495,0,2026-01-20,loc_007,False
can_001,2026-01-22 05:52:09+00:00,111741,4.02,12.57134,34.36975000000001,1.5,10,3D,0.31,EVENT,REFILL,101325,2026-01-22 05:45:35+00:00,0.1094444444444444,10416,,,True,42.47094801223242,0,2026-01-22,loc_015,False
can_002,2026-01-23 16:32:23+00:00,111732,4.07,12.527659090909093,35.73713636363636,1,13,3D,0.68,EVENT,REFILL,101325,2026-01-23 16:32:11+00:00,0.0033333333333333,10407,,,True,42.434250764526,0,2026-01-23,loc_012,False
can_002,2026-01-24 09:04:36+00:00,110468,3.9,14.078831111111112,32.78040222222223,1.1,12,3D,0.94,EVENT,REFILL,101325,2026-01-24 09:04:11+00:00,0.0069444444444444,9143,,,True,37.2803261977574,0,2026-01-24,loc_017,False
can_006,2026-01-23 03:05:44+00:00,110667,3.52,14.487837647058823,34.61614823529412,1.5,13,3D,0.77,EVENT,REFILL,101325,2026-01-23 03:05:40+00:00,0.0011111111111111,9342,,,True,38.09174311926606,0,2026-01-23,loc_013,False
can_002,2026-01-20 13:32:06+00:00,106681,3.8,13.68972,33.44087,1.5,12,3D,0.3,EVENT,SERVICE_STOP,102608,2026-01-20 13:31:23+00:00,0.0119444444444444,4073,,,True,16.607543323139655,0,2026-01-20,loc_008,False
can_002,2026-01-24 11:27:36+00:00,110569,3.64,12.703585,34.042145000000005,1,12,3D,0.38,EVENT,REFILL,104859,2026-01-24 11:25:47+00:00,0.0302777777777777,5710,,,True,23.28236493374108,0,2026-01-24,loc_015,False
can_002,2026-01-25 11:16:39+00:00,111120,3.78,14.89203,32.123279999999994,1.4,12,3D,1.3,EVENT,REFILL,104976,2026-01-25 11:13:35+00:00,0.0511111111111111,6144,,,True,25.051987767584095,0,2026-01-25,loc_014,False
can_020,2026-01-19 16:46:25+00:00,110048,4.11,13.338401999999999,35.730128,1.5,9,3D,0.93,EVENT,REFILL,102345,2026-01-19 16:42:03+00:00,0.0727777777777777,7703,,,True,31.40876656472987,0,2026-01-19,loc_012,False
can_003,2026-01-24 01:36:43+00:00,109542,3.57,12.31357,32.49484,1,14,3D,0.67,EVENT,REFILL,106774,2026-01-24 01:32:15+00:00,0.0744444444444444,2768,,,True,11.286442405708462,0,2026-01-24,loc_005,False
can_005,2026-01-23 00:02:03+00:00,107060,3.82,14.940423999999998,31.860674,1.3,11,3D,0.52,EVENT,SERVICE_STOP,101325,2026-01-22 23:55:56+00:00,0.1019444444444444,5735,,,True,23.38430173292559,0,2026-01-23,loc_014,False
can_018,2026-01-22 04:59:21+00:00,105624,3.9,15.173745,35.50443,1,12,3D,0.06,EVENT,SERVICE_STOP,102479,2026-01-22 04:53:54+00:00,0.0908333333333333,3145,,,True,12.823649337410806,0,2026-01-22,loc_007,False
can_013,2026-01-20 17:33:39+00:00,110970,3.8,15.337506666666664,30.242010000000004,1.1,14,3D,0.5,EVENT,REFILL,101745,2026-01-20 17:31:50+00:00,0.0302777777777777,9225,,,True,37.61467889908257,0,2026-01-20,loc_014,False
can_005,2026-01-20 02:12:45+00:00,109302,3.98,13.23873,31.90988,0.9,14,3D,0.73,EVENT,REFILL,105851,2026-01-20 02:12:08+00:00,0.0102777777777777,3451,,,True,14.071355759429157,0,2026-01-20,loc_016,False
can_005,2026-01-21 07:33:52+00:00,111980,4.19,13.200434999999999,30.741484999999997,1.2,9,3D,0.34,EVENT,REFILL,103279,2026-01-21 07:29:46+00:00,0.0683333333333333,8701,,,True,35.47808358817534,0,2026-01-21,loc_016,False
can_005,2026-01-24 13:07:10+00:00,110336,3.92,15.645249999999999,30.250446666666665,1.5,11,3D,1.32,EVENT,REFILL,102060,2026-01-24 13:06:57+00:00,0.0036111111111111,8276,,,True,33.74515800203874,0,2026-01-24,loc_014,False
can_010,2026-01-20 22:03:47+00:00,110882,4.15,15.484739999999999,32.2920275,1,9,3D,0.38,EVENT,REFILL,104281,2026-01-20 22:01:25+00:00,0.0394444444444444,6601,,,True,26.915392456676862,0,2026-01-20,loc_001,False
can_009,2026-01-24 18:44:33+00:00,111179,4.03,12.562843333333333,35.3958,1,13,3D,0.22,EVENT,REFILL,101784,2026-01-24 18:41:36+00:00,0.0491666666666666,9395,,,True,38.3078491335372,0,2026-01-24,loc_012,False
can_008,2026-01-19 22:52:02+00:00,110543,3.82,13.125824999999999,33.070255,1.4,11,3D,0.31,EVENT,REFILL,103070,2026-01-19 22:50:12+00:00,0.0305555555555555,7473,,,True,30.470948012232416,0,2026-01-19,loc_005,False
can_009,2026-01-22 18:01:23+00:00,110574,3.68,14.4746725,30.274585000000002,1.1,9,3D,1.28,EVENT,REFILL,105902,2026-01-22 17:59:48+00:00,0.0263888888888888,4672,,,True,19.04994903160041,0,2026-01-22,loc_006,False
can_009,2026-01-24 10:25:22+00:00,109932,3.52,15.21393,35.79463,1.3,14,3D,1.21,EVENT,REFILL,107237,2026-01-24 10:24:04+00:00,0.0216666666666666,2695,,,True,10.988786952089706,0,2026-01-24,loc_007,False
can_019,2026-01-22 17:23:49+00:00,111162,3.95,14.525794999999999,35.59693,1.3,11,3D,0.53,EVENT,REFILL,102656,2026-01-22 17:21:53+00:00,0.0322222222222222,8506,,,True,34.68297655453619,0,2026-01-22,loc_012,False
can_010,2026-01-22 20:57:42+00:00,106812,3.96,15.03957,32.07607,1,12,3D,0.95,EVENT,SERVICE_STOP,101325,2026-01-22 20:56:41+00:00,0.0169444444444444,5487,,,True,22.373088685015293,0,2026-01-22,loc_014,False
can_010,2026-01-25 09:27:53+00:00,109556,3.89,12.68082,31.21768,0.8,12,3D,0.49,EVENT,REFILL,106512,2026-01-25 09:26:25+00:00,0.0244444444444444,3044,,,True,12.411824668705403,0,2026-01-25,loc_016,False
can_012,2026-01-24 07:35:39+00:00,109594,3.97,13.67588,33.691379999999995,1.3,14,3D,0.05,EVENT,REFILL,103643,2026-01-24 07:33:16+00:00,0.0397222222222222,5951,,,True,24.265035677879716,0,2026-01-24,loc_008,False
can_012,2026-01-22 21:05:00+00:00,110600,4.15,15.22483,32.48472,1.3,14,3D,0.36,EVENT,REFILL,106228,2026-01-22 21:03:26+00:00,0.0261111111111111,4372,,,True,17.82670744138634,0,2026-01-22,loc_001,False
can_012,2026-01-25 07:47:46+00:00,107048,4.11,13.24477,31.73597,1.3,12,3D,1.12,EVENT,SERVICE_STOP,101325,2026-01-25 07:46:14+00:00,0.0255555555555555,5723,,,True,23.335372069317025,0,2026-01-25,loc_016,False
can_014,2026-01-19 22:38:22+00:00,109276,3.79,12.35907,30.72901,1,11,3D,1.34,EVENT,REFILL,103124,2026-01-19 22:38:02+00:00,0.0055555555555555,6152,,,True,25.08460754332314,0,2026-01-19,loc_009,False
can_016,2026-01-21 05:48:22+00:00,105897,3.9,12.376405,32.330055,1.8,9,3D,0.57,HEARTBEAT,,101868,2026-01-21 05:46:10+00:00,0.0366666666666666,4029,,,True,16.428134556574925,0,2026-01-21,loc_005,False
can_016,2026-01-21 12:03:12+00:00,111545,3.78,15.10329,33.90187,1.1,13,3D,0.96,EVENT,REFILL,105871,2026-01-21 11:58:04+00:00,0.0855555555555555,5674,,,True,23.135575942915395,0,2026-01-21,loc_013,False
can_017,2026-01-25 01:08:54+00:00,109777,3.82,12.97058,33.43078,1.2,13,3D,0.34,EVENT,REFILL,105929,2026-01-25 01:06:51+00:00,0.0341666666666666,3848,,,True,15.690112130479106,0,2026-01-25,loc_005,False
can_019,2026-01-22 13:04:52+00:00,110727,3.9,13.55682,34.91249,1.1,9,3D,0.53,EVENT,REFILL,104491,2026-01-22 13:04:04+00:00,0.0133333333333333,6236,,,True,25.42711518858308,0,2026-01-22,loc_012,False
